provider,function,memory,parameter,timestamp,duration,status,id,billed_duration,billed_units,cost,extra
Microsoft,matrix256,256,500,2018-04-24T12:29:04.372Z,2008,0,c6e7d4cc-7921-4c02-bde9-725169bb9aed,2008,0,8.03E-06,{}
Microsoft,matrix256,256,600,2018-04-24T12:29:10.149Z,4148,0,55e95ec8-b199-439c-bb91-f56f62966590,4148,1,1.66E-05,{}
Microsoft,matrix256,256,700,2018-04-24T12:29:19.709Z,7792,0,d4920b00-009b-4f74-acec-728a4a5107ad,7792,1,3.12E-05,{}
Microsoft,matrix256,256,800,2018-04-24T12:29:36.371Z,14953,0,8b3ca8c6-54a3-4328-98a0-980239d69e23,14953,3,5.98E-05,{}
Microsoft,matrix256,256,900,2018-04-24T12:29:38.235Z,21495,0,587b2f18-f2d8-4ebf-9cef-721d19dc9928,21495,5,8.60E-05,{}
Microsoft,matrix256,256,1000,2018-04-24T12:30:33.698Z,32148,0,740d98c5-e23c-40d5-8e86-80aff269812e,32148,8,0.000128592,{}
Microsoft,matrix512,512,100,2018-04-24T12:32:45.701Z,31,0,9a2eb072-65dc-4181-9df3-f6b41e605b6f,31,0,2.48E-07,{}
Microsoft,matrix512,512,200,2018-04-24T12:32:47.454Z,138,0,46f6cafa-d0b7-4d25-afab-e32364fd6216,138,0,1.10E-06,{}
Microsoft,matrix512,512,300,2018-04-24T12:32:50.021Z,359,0,50da38a7-b978-46dc-b100-1554ea73dd67,359,0,2.87E-06,{}
Microsoft,matrix512,512,400,2018-04-24T12:32:52.603Z,893,0,840fd506-9da4-4190-962c-192ac9995dc9,893,0,7.14E-06,{}
Microsoft,matrix512,512,500,2018-04-24T12:32:56.279Z,1958,0,212f4bcc-a25c-480f-b458-16b0a82d9f99,1958,0,1.57E-05,{}
Microsoft,matrix512,512,600,2018-04-24T12:33:03.188Z,5277,0,b9d56849-f39f-4e83-a193-e1400e3dd27c,5277,2,4.22E-05,{}
Microsoft,matrix512,512,700,2018-04-24T12:33:12.33Z,7552,0,576cd8f5-9edb-4f91-b7c8-794d4f63758c,7552,3,6.04E-05,{}
Microsoft,matrix512,512,800,2018-04-24T12:33:28.643Z,14689,0,74899a44-5b97-4933-b375-0066bccc8082,14689,7,0.000117512,{}
Microsoft,matrix512,512,900,2018-04-24T12:33:52.692Z,22057,0,9b4d462f-c7a1-4332-9a30-6eec4b1818b7,22057,11,0.000176456,{}
Microsoft,matrix512,512,1000,2018-04-24T12:34:32.649Z,38319,0,edf7861a-46f8-464b-891b-7d5e139de047,38319,19,0.000306552,{}
Microsoft,matrix1024,1024,100,2018-04-24T12:36:42.628Z,28,0,ad73982e-b1fd-487a-97b3-9b65e02958c7,28,0,4.48E-07,{}
Microsoft,matrix1024,1024,200,2018-04-24T12:36:44.471Z,154,0,19812b9d-6c7f-474a-8a4f-35b02c0db7c5,154,0,2.46E-06,{}
Microsoft,matrix1024,1024,300,2018-04-24T12:36:46.512Z,359,0,14751bce-b5fb-479d-b7ef-17c17f62b8eb,359,0,5.74E-06,{}
Microsoft,matrix1024,1024,400,2018-04-24T12:36:49.339Z,775,0,d70258ea-0bfe-4f2d-8124-d241dfa6cf7a,775,0,1.24E-05,{}
